CHROM	FRAG_START	FRAG_STOP	STRAND	DESCRITION	MODEL	ATG	INCLUDE?		HAS TSS	IN
Chr1	1834221	1836062	+	"ID=LOC_Os01g04160.1:cds_1;Parent=LOC_Os01g04160.1"	LOC_Os01g04160.1	1834221	1		LOC_Os01g05090.1	1
Chr1	1838522	1839106	-	"ID=LOC_Os01g04170.1:cds_1;Parent=LOC_Os01g04170.1"	LOC_Os01g04170.1	1839106	1		LOC_Os01g05100.1	1
Chr1	2202404	2203501	+	"ID=LOC_Os01g04800.1:cds_1;Parent=LOC_Os01g04800.1"	LOC_Os01g04800.1	2202404	1		LOC_Os01g05130.1	1
Chr1	2222117	2222588	-	"ID=LOC_Os01g04814.1:cds_1;Parent=LOC_Os01g04814.1"	LOC_Os01g04814.1	2222588	1		LOC_Os01g05150.1	1
Chr1	2245777	2245916	+	"ID=LOC_Os01g04860.1:cds_1;Parent=LOC_Os01g04860.1"	LOC_Os01g04860.1	2245777	1		LOC_Os01g05170.1	1
Chr1	2254701	2255000	-	"ID=LOC_Os01g04870.1:cds_1;Parent=LOC_Os01g04870.1"	LOC_Os01g04870.1	2255000	1		LOC_Os01g05310.1	1
Chr1	2270844	2271007	-	"ID=LOC_Os01g04900.1:cds_1;Parent=LOC_Os01g04900.1"	LOC_Os01g04900.1	2271007	1		LOC_Os01g05380.1	1
Chr1	2271244	2271314	+	"ID=LOC_Os01g04910.1:cds_1;Parent=LOC_Os01g04910.1"	LOC_Os01g04910.1	2271244	1		LOC_Os01g05420.1	1
Chr1	2275119	2275465	+	"ID=LOC_Os01g04920.1:cds_1;Parent=LOC_Os01g04920.1"	LOC_Os01g04920.1	2275119	1		LOC_Os01g05470.1	1
Chr1	2283523	2283965	-	"ID=LOC_Os01g04930.1:cds_1;Parent=LOC_Os01g04930.1"	LOC_Os01g04930.1	2283965	1		LOC_Os01g05480.3	1
Chr1	2296043	2296154	+	"ID=LOC_Os01g04950.1:cds_1;Parent=LOC_Os01g04950.1"	LOC_Os01g04950.1	2296043	1		LOC_Os01g05490.1	1
Chr1	2059443	2059565	+	"ID=LOC_Os01g04590.1:cds_1;Parent=LOC_Os01g04590.1"	LOC_Os01g04590.1	2059443	1		LOC_Os01g04990.1	1
Chr1	2065881	2065928	-	"ID=LOC_Os01g04600.1:cds_1;Parent=LOC_Os01g04600.1"	LOC_Os01g04600.1	2065928	1		LOC_Os01g05010.1	1
Chr1	2077304	2077840	-	"ID=LOC_Os01g04630.1:cds_1;Parent=LOC_Os01g04630.1"	LOC_Os01g04630.1	2077840	1		LOC_Os01g05610.1	1
Chr1	2085922	2087093	-	"ID=LOC_Os01g04650.1:cds_1;Parent=LOC_Os01g04650.1"	LOC_Os01g04650.1	2087093	1		LOC_Os01g05630.1	1
Chr1	2097677	2097694	+	"ID=LOC_Os01g04660.1:cds_1;Parent=LOC_Os01g04660.1"	LOC_Os01g04660.1	2097677	1		LOC_Os01g05640.1	1
Chr1	2102298	2102600	-	"ID=LOC_Os01g04670.1:cds_1;Parent=LOC_Os01g04670.1"	LOC_Os01g04670.1	2102600	1		LOC_Os01g05650.1	1
Chr1	2120519	2122033	+	"ID=LOC_Os01g04710.1:cds_1;Parent=LOC_Os01g04710.1"	LOC_Os01g04710.1	2120519	1		LOC_Os01g05670.1	1
Chr1	2131487	2131574	+	"ID=LOC_Os01g04720.1:cds_1;Parent=LOC_Os01g04720.1"	LOC_Os01g04720.1	2131487	1		LOC_Os01g05744.1	1
Chr1	2137858	2138331	+	"ID=LOC_Os01g04730.1:cds_1;Parent=LOC_Os01g04730.1"	LOC_Os01g04730.1	2137858	1		LOC_Os01g05800.1	1
Chr1	2376426	2376710	-	"ID=LOC_Os01g05060.1:cds_1;Parent=LOC_Os01g05060.1"	LOC_Os01g05060.1	2376710	1		LOC_Os01g05830.1	1
Chr1	2377627	2377848	-	"ID=LOC_Os01g05064.1:cds_1;Parent=LOC_Os01g05064.1"	LOC_Os01g05064.1	2377848	1		LOC_Os01g05840.2	1
Chr1	2382060	2382182	-	"ID=LOC_Os01g05070.1:cds_1;Parent=LOC_Os01g05070.1"	LOC_Os01g05070.1	2382182	1		LOC_Os01g05860.1	1
Chr1	2386464	2386515	+	"ID=LOC_Os01g05090.1:cds_1;Parent=LOC_Os01g05090.1"	LOC_Os01g05090.1	2386464	1		LOC_Os01g05870.1	1
Chr1	2390338	2390404	-	"ID=LOC_Os01g05100.1:cds_1;Parent=LOC_Os01g05100.1"	LOC_Os01g05100.1	2390404	1		LOC_Os01g05510.2	1
Chr1	2403399	2403443	+	"ID=LOC_Os01g05130.1:cds_1;Parent=LOC_Os01g05130.1"	LOC_Os01g05130.1	2403399	1		LOC_Os01g06050.1	1
Chr1	2406558	2406694	+	"ID=LOC_Os01g05140.1:cds_1;Parent=LOC_Os01g05140.1"	LOC_Os01g05140.1	2406558	1		LOC_Os01g06130.2	1
Chr1	2414352	2414690	+	"ID=LOC_Os01g05150.1:cds_1;Parent=LOC_Os01g05150.1"	LOC_Os01g05150.1	2414352	1		LOC_Os01g06140.1	1
Chr1	2422347	2422682	+	"ID=LOC_Os01g05170.1:cds_1;Parent=LOC_Os01g05170.1"	LOC_Os01g05170.1	2422347	1		LOC_Os01g06150.1	1
Chr1	2434842	2435173	+	"ID=LOC_Os01g05180.1:cds_1;Parent=LOC_Os01g05180.1"	LOC_Os01g05180.1	2434842	1		LOC_Os01g06320.1	1
Chr1	2542219	2542428	-	"ID=LOC_Os01g05380.1:cds_1;Parent=LOC_Os01g05380.1"	LOC_Os01g05380.1	2542428	1		LOC_Os01g06400.1	1
Chr1	2560990	2561000	+	"ID=LOC_Os01g05420.1:cds_1;Parent=LOC_Os01g05420.1"	LOC_Os01g05420.1	2560990	1		LOC_Os01g06454.1	1
Chr1	2582366	2583470	-	"ID=LOC_Os01g05470.1:cds_1;Parent=LOC_Os01g05470.1"	LOC_Os01g05470.1	2583470	1		LOC_Os01g06460.1	1
Chr1	2588526	2588807	-	"ID=LOC_Os01g05480.3:cds_1;Parent=LOC_Os01g05480.3"	LOC_Os01g05480.3	2588807	1		LOC_Os01g06270.1	1
Chr1	2593479	2593517	-	"ID=LOC_Os01g05490.1:cds_1;Parent=LOC_Os01g05490.1"	LOC_Os01g05490.1	2593517	1		LOC_Os01g06280.2	1
Chr1	2353228	2353389	-	"ID=LOC_Os01g04990.1:cds_1;Parent=LOC_Os01g04990.1"	LOC_Os01g04990.1	2353389	1		LOC_Os01g06290.1	1
Chr1	2360114	2360371	-	"ID=LOC_Os01g05010.1:cds_1;Parent=LOC_Os01g05010.1"	LOC_Os01g05010.1	2360371	1		LOC_Os01g05960.1	1
Chr1	2674479	2674940	+	"ID=LOC_Os01g05610.1:cds_1;Parent=LOC_Os01g05610.1"	LOC_Os01g05610.1	2674479	1		LOC_Os01g06620.1	1
Chr1	2686802	2687263	+	"ID=LOC_Os01g05630.1:cds_1;Parent=LOC_Os01g05630.1"	LOC_Os01g05630.1	2686802	1		LOC_Os01g06630.1	1
Chr1	2691017	2691942	-	"ID=LOC_Os01g05640.1:cds_1;Parent=LOC_Os01g05640.1"	LOC_Os01g05640.1	2691942	1		LOC_Os01g06640.1	1
Chr1	2694908	2694972	-	"ID=LOC_Os01g05650.1:cds_1;Parent=LOC_Os01g05650.1"	LOC_Os01g05650.1	2694972	1		LOC_Os01g06660.1	1
Chr1	2702908	2703064	-	"ID=LOC_Os01g05660.3:cds_1;Parent=LOC_Os01g05660.3"	LOC_Os01g05660.3	2703064	1		LOC_Os01g06670.1	1
Chr1	2711268	2711336	-	"ID=LOC_Os01g05670.1:cds_1;Parent=LOC_Os01g05670.1"	LOC_Os01g05670.1	2711336	1		LOC_Os01g06730.1	1
Chr1	2742858	2742875	+	"ID=LOC_Os01g05744.1:cds_1;Parent=LOC_Os01g05744.1"	LOC_Os01g05744.1	2742858	1		LOC_Os01g06876.1	1
Chr1	2777093	2777566	+	"ID=LOC_Os01g05810.1:cds_1;Parent=LOC_Os01g05810.1"	LOC_Os01g05810.1	2777093	1		LOC_Os01g06882.1	1
Chr1	2800748	2800865	+	"ID=LOC_Os01g05840.2:cds_1;Parent=LOC_Os01g05840.2"	LOC_Os01g05840.2	2800748	1		LOC_Os01g06920.1	1
Chr1	2811340	2814112	+	"ID=LOC_Os01g05870.1:cds_1;Parent=LOC_Os01g05870.1"	LOC_Os01g05870.1	2811340	1		LOC_Os01g06960.1	1
Chr1	2619047	2619272	-	"ID=LOC_Os01g05510.2:cds_1;Parent=LOC_Os01g05510.2"	LOC_Os01g05510.2	2619272	1		LOC_Os01g07030.1	1
Chr1	2632637	2632882	+	"ID=LOC_Os01g05530.1:cds_1;Parent=LOC_Os01g05530.1"	LOC_Os01g05530.1	2632637	1		LOC_Os01g07040.1	1
Chr1	2643408	2644607	-	"ID=LOC_Os01g05540.1:cds_1;Parent=LOC_Os01g05540.1"	LOC_Os01g05540.1	2644607	1		LOC_Os01g06490.1	1
Chr1	2893282	2894658	-	"ID=LOC_Os01g06050.1:cds_1;Parent=LOC_Os01g06050.1"	LOC_Os01g06050.1	2894658	1		LOC_Os01g06510.1	1
Chr1	2923994	2924602	+	"ID=LOC_Os01g06130.2:cds_1;Parent=LOC_Os01g06130.2"	LOC_Os01g06130.2	2923994	1		LOC_Os01g06520.1	1
Chr1	2931913	2932530	+	"ID=LOC_Os01g06150.1:cds_1;Parent=LOC_Os01g06150.1"	LOC_Os01g06150.1	2931913	1		LOC_Os01g06550.1	1
Chr1	3000222	3000495	+	"ID=LOC_Os01g06310.1:cds_1;Parent=LOC_Os01g06310.1"	LOC_Os01g06310.1	3000222	1		LOC_Os01g06560.1	1
Chr1	3005501	3005704	-	"ID=LOC_Os01g06320.1:cds_1;Parent=LOC_Os01g06320.1"	LOC_Os01g06320.1	3005704	1		LOC_Os01g06590.2	1
Chr1	3031580	3032872	+	"ID=LOC_Os01g06400.1:cds_1;Parent=LOC_Os01g06400.1"	LOC_Os01g06400.1	3031580	1		LOC_Os01g07110.1	1
Chr1	3044196	3044198	-	"ID=LOC_Os01g06454.1:cds_1;Parent=LOC_Os01g06454.1"	LOC_Os01g06454.1	3044198	1		LOC_Os01g07120.1	1
Chr1	3044634	3044898	+	"ID=LOC_Os01g06460.1:cds_1;Parent=LOC_Os01g06460.1"	LOC_Os01g06460.1	3044634	1		LOC_Os01g07130.1	1
Chr1	2979218	2979277	-	"ID=LOC_Os01g06270.1:cds_1;Parent=LOC_Os01g06270.1"	LOC_Os01g06270.1	2979277	1		LOC_Os01g07310.1	1
Chr1	2983269	2985953	+	"ID=LOC_Os01g06280.2:cds_1;Parent=LOC_Os01g06280.2"	LOC_Os01g06280.2	2983269	1		LOC_Os01g07330.1	1
Chr1	2988760	2988887	-	"ID=LOC_Os01g06290.1:cds_1;Parent=LOC_Os01g06290.1"	LOC_Os01g06290.1	2988887	1		LOC_Os01g07200.1	1
Chr1	2820235	2820696	-	"ID=LOC_Os01g05900.1:cds_1;Parent=LOC_Os01g05900.1"	LOC_Os01g05900.1	2820696	1		LOC_Os01g07250.1	1
Chr1	2839979	2842745	+	"ID=LOC_Os01g05960.1:cds_1;Parent=LOC_Os01g05960.1"	LOC_Os01g05960.1	2839979	1		LOC_Os01g07260.1	1
Chr1	2857598	2858059	-	"ID=LOC_Os01g05970.1:cds_1;Parent=LOC_Os01g05970.1"	LOC_Os01g05970.1	2858059	1		LOC_Os01g07480.2	1
Chr1	2872188	2872655	+	"ID=LOC_Os01g06010.1:cds_1;Parent=LOC_Os01g06010.1"	LOC_Os01g06010.1	2872188	1		LOC_Os01g07520.1	1
Chr1	3122953	3123285	+	"ID=LOC_Os01g06620.1:cds_1;Parent=LOC_Os01g06620.1"	LOC_Os01g06620.1	3122953	1		LOC_Os01g07530.1	1
Chr1	3125053	3125200	-	"ID=LOC_Os01g06630.1:cds_1;Parent=LOC_Os01g06630.1"	LOC_Os01g06630.1	3125200	1		LOC_Os01g07570.1	1
Chr1	3129286	3129573	+	"ID=LOC_Os01g06640.1:cds_1;Parent=LOC_Os01g06640.1"	LOC_Os01g06640.1	3129286	1		LOC_Os01g07600.1	1
Chr1	3139598	3140098	-	"ID=LOC_Os01g06660.1:cds_1;Parent=LOC_Os01g06660.1"	LOC_Os01g06660.1	3140098	1		LOC_Os01g07610.1	1
Chr1	3143659	3146760	-	"ID=LOC_Os01g06670.1:cds_1;Parent=LOC_Os01g06670.1"	LOC_Os01g06670.1	3146760	1		LOC_Os01g07620.1	1
Chr1	3182127	3185207	+	"ID=LOC_Os01g06730.1:cds_1;Parent=LOC_Os01g06730.1"	LOC_Os01g06730.1	3182127	1		LOC_Os01g07630.1	1
Chr1	3257128	3257796	+	"ID=LOC_Os01g06876.1:cds_1;Parent=LOC_Os01g06876.1"	LOC_Os01g06876.1	3257128	1		LOC_Os01g07700.1	1
Chr1	3258068	3258577	+	"ID=LOC_Os01g06882.1:cds_1;Parent=LOC_Os01g06882.1"	LOC_Os01g06882.1	3258068	1		LOC_Os01g07720.4	1
Chr1	3283195	3286185	+	"ID=LOC_Os01g06920.1:cds_1;Parent=LOC_Os01g06920.1"	LOC_Os01g06920.1	3283195	1		LOC_Os01g07360.2	1
Chr1	3291016	3291541	-	"ID=LOC_Os01g06960.1:cds_1;Parent=LOC_Os01g06960.1"	LOC_Os01g06960.1	3291541	1		LOC_Os01g07370.1	1
Chr1	3312670	3313206	-	"ID=LOC_Os01g07030.1:cds_1;Parent=LOC_Os01g07030.1"	LOC_Os01g07030.1	3313206	1		LOC_Os01g07376.1	1
Chr1	3315002	3315565	-	"ID=LOC_Os01g07040.1:cds_1;Parent=LOC_Os01g07040.1"	LOC_Os01g07040.1	3315565	1		LOC_Os01g07382.1	1
Chr1	3054558	3054939	+	"ID=LOC_Os01g06490.1:cds_1;Parent=LOC_Os01g06490.1"	LOC_Os01g06490.1	3054558	1		LOC_Os01g07390.1	1
Chr1	3059371	3059601	-	"ID=LOC_Os01g06500.1:cds_1;Parent=LOC_Os01g06500.1"	LOC_Os01g06500.1	3059601	1		LOC_Os01g07400.1	1
Chr1	3061422	3061436	+	"ID=LOC_Os01g06510.1:cds_1;Parent=LOC_Os01g06510.1"	LOC_Os01g06510.1	3061422	1		LOC_Os01g07410.1	1
Chr1	3068071	3071136	-	"ID=LOC_Os01g06520.1:cds_1;Parent=LOC_Os01g06520.1"	LOC_Os01g06520.1	3071136	1		LOC_Os01g07420.1	1
Chr1	3089599	3090807	-	"ID=LOC_Os01g06550.1:cds_1;Parent=LOC_Os01g06550.1"	LOC_Os01g06550.1	3090807	1		LOC_Os01g12190.1	1
Chr1	3092100	3092630	-	"ID=LOC_Os01g06560.1:cds_1;Parent=LOC_Os01g06560.1"	LOC_Os01g06560.1	3092630	1		LOC_Os01g12200.1	1
Chr1	3097593	3098402	-	"ID=LOC_Os01g06580.1:cds_1;Parent=LOC_Os01g06580.1"	LOC_Os01g06580.1	3098402	1		LOC_Os01g12210.1	1
Chr1	3102683	3102767	-	"ID=LOC_Os01g06590.2:cds_1;Parent=LOC_Os01g06590.2"	LOC_Os01g06590.2	3102767	1		LOC_Os01g13000.1	1
Chr1	3113800	3113815	-	"ID=LOC_Os01g06600.1:cds_1;Parent=LOC_Os01g06600.1"	LOC_Os01g06600.1	3113815	1		LOC_Os01g13024.1	1
Chr1	3335843	3335958	-	"ID=LOC_Os01g07090.1:cds_1;Parent=LOC_Os01g07090.1"	LOC_Os01g07090.1	3335958	1		LOC_Os01g13030.1	1
Chr1	3354806	3354983	-	"ID=LOC_Os01g07110.1:cds_1;Parent=LOC_Os01g07110.1"	LOC_Os01g07110.1	3354983	1		LOC_Os01g13740.1	1
Chr1	3357377	3358222	+	"ID=LOC_Os01g07120.1:cds_1;Parent=LOC_Os01g07120.1"	LOC_Os01g07120.1	3357377	1		LOC_Os01g13760.1	1
Chr1	3359779	3360641	-	"ID=LOC_Os01g07130.1:cds_1;Parent=LOC_Os01g07130.1"	LOC_Os01g07130.1	3360641	1		LOC_Os01g13770.1	1
Chr1	3449683	3449806	-	"ID=LOC_Os01g07310.1:cds_1;Parent=LOC_Os01g07310.1"	LOC_Os01g07310.1	3449806	1		LOC_Os01g12250.1	1
Chr1	3397508	3397636	+	"ID=LOC_Os01g07200.1:cds_1;Parent=LOC_Os01g07200.1"	LOC_Os01g07200.1	3397508	1		LOC_Os01g12260.1	1
Chr1	3415127	3415867	-	"ID=LOC_Os01g07240.1:cds_1;Parent=LOC_Os01g07240.1"	LOC_Os01g07240.1	3415867	1		LOC_Os01g14820.1	1
Chr1	3423352	3423439	+	"ID=LOC_Os01g07250.1:cds_1;Parent=LOC_Os01g07250.1"	LOC_Os01g07250.1	3423352	1		LOC_Os01g14840.1	1
Chr1	3429320	3429496	-	"ID=LOC_Os01g07260.1:cds_1;Parent=LOC_Os01g07260.1"	LOC_Os01g07260.1	3429496	1		LOC_Os01g14850.1	1
Chr1	3445224	3445288	+	"ID=LOC_Os01g07300.1:cds_1;Parent=LOC_Os01g07300.1"	LOC_Os01g07300.1	3445224	1		LOC_Os01g13040.1	1
Chr1	3551429	3552184	-	"ID=LOC_Os01g07480.2:cds_1;Parent=LOC_Os01g07480.2"	LOC_Os01g07480.2	3552184	1		LOC_Os01g13060.2	1
Chr1	3573496	3574206	-	"ID=LOC_Os01g07490.1:cds_1;Parent=LOC_Os01g07490.1"	LOC_Os01g07490.1	3574206	1		LOC_Os01g11230.1	1
Chr1	3595688	3596008	-	"ID=LOC_Os01g07520.1:cds_1;Parent=LOC_Os01g07520.1"	LOC_Os01g07520.1	3596008	1		LOC_Os01g11240.1	1
Chr1	3600619	3602031	-	"ID=LOC_Os01g07530.1:cds_1;Parent=LOC_Os01g07530.1"	LOC_Os01g07530.1	3602031	1		LOC_Os01g11250.1	1
Chr1	3610416	3610431	+	"ID=LOC_Os01g07540.1:cds_1;Parent=LOC_Os01g07540.1"	LOC_Os01g07540.1	3610416	1		LOC_Os01g11260.1	1
Chr1	3638807	3639022	-	"ID=LOC_Os01g07570.1:cds_1;Parent=LOC_Os01g07570.1"	LOC_Os01g07570.1	3639022	1		LOC_Os01g11270.1	1
Chr1	3652813	3653094	+	"ID=LOC_Os01g07600.1:cds_1;Parent=LOC_Os01g07600.1"	LOC_Os01g07600.1	3652813	1		LOC_Os01g13780.1	1
Chr1	3665349	3665687	-	"ID=LOC_Os01g07620.1:cds_1;Parent=LOC_Os01g07620.1"	LOC_Os01g07620.1	3665687	1		LOC_Os01g13800.1	1
Chr1	3672649	3672751	-	"ID=LOC_Os01g07630.1:cds_1;Parent=LOC_Os01g07630.1"	LOC_Os01g07630.1	3672751	1		LOC_Os01g12320.1	1
Chr1	3698566	3698927	-	"ID=LOC_Os01g07700.1:cds_1;Parent=LOC_Os01g07700.1"	LOC_Os01g07700.1	3698927	1		LOC_Os01g12330.1	1
Chr1	3478671	3478883	-	"ID=LOC_Os01g07364.1:cds_1;Parent=LOC_Os01g07364.1"	LOC_Os01g07364.1	3478883	1		LOC_Os01g13080.1	1
Chr1	3481507	3481609	-	"ID=LOC_Os01g07370.1:cds_1;Parent=LOC_Os01g07370.1"	LOC_Os01g07370.1	3481609	1		LOC_Os01g11300.1	1
Chr1	3491113	3491133	-	"ID=LOC_Os01g07376.1:cds_1;Parent=LOC_Os01g07376.1"	LOC_Os01g07376.1	3491133	1		LOC_Os01g11350.1	1
Chr1	3495976	3496512	-	"ID=LOC_Os01g07382.1:cds_1;Parent=LOC_Os01g07382.1"	LOC_Os01g07382.1	3496512	1		LOC_Os01g12390.1	1
Chr1	3501385	3501880	+	"ID=LOC_Os01g07390.1:cds_1;Parent=LOC_Os01g07390.1"	LOC_Os01g07390.1	3501385	1		LOC_Os01g12420.1	1
Chr1	3506718	3507479	+	"ID=LOC_Os01g07400.1:cds_1;Parent=LOC_Os01g07400.1"	LOC_Os01g07400.1	3506718	1		LOC_Os01g12440.1	1
Chr1	3511993	3512233	+	"ID=LOC_Os01g07410.1:cds_1;Parent=LOC_Os01g07410.1"	LOC_Os01g07410.1	3511993	1		LOC_Os01g13090.2	1
Chr1	6629588	6629901	-	"ID=LOC_Os01g12160.1:cds_1;Parent=LOC_Os01g12160.1"	LOC_Os01g12160.1	6629901	1		LOC_Os01g11430.1	1
Chr1	6643791	6645091	-	"ID=LOC_Os01g12180.1:cds_1;Parent=LOC_Os01g12180.1"	LOC_Os01g12180.1	6645091	1		LOC_Os01g11460.1	1
Chr1	6653209	6653576	+	"ID=LOC_Os01g12200.1:cds_1;Parent=LOC_Os01g12200.1"	LOC_Os01g12200.1	6653209	1		LOC_Os01g13930.1	1
Chr1	8275545	8275890	+	"ID=LOC_Os01g14810.1:cds_1;Parent=LOC_Os01g14810.1"	LOC_Os01g14810.1	8275545	1		LOC_Os01g13940.1	1
Chr1	7224602	7224933	-	"ID=LOC_Os01g13000.1:cds_1;Parent=LOC_Os01g13000.1"	LOC_Os01g13000.1	7224933	1		LOC_Os01g12480.1	1
Chr1	7679211	7679276	+	"ID=LOC_Os01g13730.1:cds_1;Parent=LOC_Os01g13730.1"	LOC_Os01g13730.1	7679211	1		LOC_Os01g12530.1	1
Chr1	7692771	7693421	-	"ID=LOC_Os01g13740.1:cds_1;Parent=LOC_Os01g13740.1"	LOC_Os01g13740.1	7693421	1		LOC_Os01g13120.1	1
Chr1	7712634	7712801	+	"ID=LOC_Os01g13760.1:cds_1;Parent=LOC_Os01g13760.1"	LOC_Os01g13760.1	7712634	1		LOC_Os01g13130.1	1
Chr1	6696407	6696732	-	"ID=LOC_Os01g12250.1:cds_1;Parent=LOC_Os01g12250.1"	LOC_Os01g12250.1	6696732	1		LOC_Os01g11550.1	1
Chr1	6703147	6703251	-	"ID=LOC_Os01g12260.1:cds_1;Parent=LOC_Os01g12260.1"	LOC_Os01g12260.1	6703251	1		LOC_Os01g11570.1	1
Chr1	8284517	8284782	+	"ID=LOC_Os01g14820.1:cds_1;Parent=LOC_Os01g14820.1"	LOC_Os01g14820.1	8284517	1		LOC_Os01g14010.1	1
Chr1	8291395	8291760	+	"ID=LOC_Os01g14830.1:cds_1;Parent=LOC_Os01g14830.1"	LOC_Os01g14830.1	8291395	1		LOC_Os01g14020.1	1
Chr1	8297626	8297979	+	"ID=LOC_Os01g14840.1:cds_1;Parent=LOC_Os01g14840.1"	LOC_Os01g14840.1	8297626	1		LOC_Os01g14030.1	1
Chr1	8306111	8306476	-	"ID=LOC_Os01g14850.1:cds_1;Parent=LOC_Os01g14850.1"	LOC_Os01g14850.1	8306476	1		LOC_Os01g14050.1	1
Chr1	7249906	7250267	+	"ID=LOC_Os01g13030.1:cds_1;Parent=LOC_Os01g13030.1"	LOC_Os01g13030.1	7249906	1		LOC_Os01g13150.1	1
Chr1	7259844	7260425	+	"ID=LOC_Os01g13040.1:cds_1;Parent=LOC_Os01g13040.1"	LOC_Os01g13040.1	7259844	1		LOC_Os01g13160.1	1
Chr1	6008730	6008950	-	"ID=LOC_Os01g11230.1:cds_1;Parent=LOC_Os01g11230.1"	LOC_Os01g11230.1	6008950	1		LOC_Os01g13190.1	1
Chr1	6021885	6022000	-	"ID=LOC_Os01g11250.1:cds_1;Parent=LOC_Os01g11250.1"	LOC_Os01g11250.1	6022000	1		LOC_Os01g11620.1	1
Chr1	6026531	6026788	+	"ID=LOC_Os01g11260.1:cds_1;Parent=LOC_Os01g11260.1"	LOC_Os01g11260.1	6026531	1		LOC_Os01g11650.1	1
Chr1	6031245	6032780	-	"ID=LOC_Os01g11270.1:cds_1;Parent=LOC_Os01g11270.1"	LOC_Os01g11270.1	6032780	1		LOC_Os01g14070.1	1
Chr1	7721890	7722188	-	"ID=LOC_Os01g13770.1:cds_1;Parent=LOC_Os01g13770.1"	LOC_Os01g13770.1	7722188	1		LOC_Os01g14080.1	1
Chr1	6719141	6719200	-	"ID=LOC_Os01g12304.1:cds_1;Parent=LOC_Os01g12304.1"	LOC_Os01g12304.1	6719200	1		LOC_Os01g14090.1	1
Chr1	6728250	6728526	-	"ID=LOC_Os01g12320.1:cds_1;Parent=LOC_Os01g12320.1"	LOC_Os01g12320.1	6728526	1		LOC_Os01g12550.1	1
Chr1	6733553	6734602	+	"ID=LOC_Os01g12330.1:cds_1;Parent=LOC_Os01g12330.1"	LOC_Os01g12330.1	6733553	1		LOC_Os01g13200.1	1
Chr1	7265498	7265573	+	"ID=LOC_Os01g13060.2:cds_1;Parent=LOC_Os01g13060.2"	LOC_Os01g13060.2	7265498	1		LOC_Os01g13210.1	1
Chr1	6057440	6058954	-	"ID=LOC_Os01g11300.1:cds_1;Parent=LOC_Os01g11300.1"	LOC_Os01g11300.1	6058954	1		LOC_Os01g11700.1	1
Chr1	6077089	6078615	-	"ID=LOC_Os01g11340.1:cds_1;Parent=LOC_Os01g11340.1"	LOC_Os01g11340.1	6078615	1		LOC_Os01g14100.1	1
Chr1	6095875	6096455	-	"ID=LOC_Os01g11350.1:cds_1;Parent=LOC_Os01g11350.1"	LOC_Os01g11350.1	6096455	1		LOC_Os01g12560.1	1
Chr1	6768693	6769965	-	"ID=LOC_Os01g12390.1:cds_1;Parent=LOC_Os01g12390.1"	LOC_Os01g12390.1	6769965	1		LOC_Os01g12580.1	1
Chr1	6774411	6775919	-	"ID=LOC_Os01g12400.2:cds_1;Parent=LOC_Os01g12400.2"	LOC_Os01g12400.2	6775919	1		LOC_Os01g12640.1	1
Chr1	6787136	6789577	+	"ID=LOC_Os01g12420.1:cds_1;Parent=LOC_Os01g12420.1"	LOC_Os01g12420.1	6787136	1		LOC_Os01g12650.1	1
Chr1	6790903	6793320	-	"ID=LOC_Os01g12430.1:cds_1;Parent=LOC_Os01g12430.1"	LOC_Os01g12430.1	6793320	1		LOC_Os01g13270.1	1
Chr1	6814070	6815212	+	"ID=LOC_Os01g12440.1:cds_1;Parent=LOC_Os01g12440.1"	LOC_Os01g12440.1	6814070	1		LOC_Os01g13280.1	1
Chr1	7282464	7282572	+	"ID=LOC_Os01g13090.2:cds_1;Parent=LOC_Os01g13090.2"	LOC_Os01g13090.2	7282464	1		LOC_Os01g11730.1	1
Chr1	7288008	7288033	+	"ID=LOC_Os01g13100.1:cds_1;Parent=LOC_Os01g13100.1"	LOC_Os01g13100.1	7288008	1		LOC_Os01g11740.1	1
Chr1	6134239	6134656	+	"ID=LOC_Os01g11414.1:cds_1;Parent=LOC_Os01g11414.1"	LOC_Os01g11414.1	6134239	1		LOC_Os01g14220.1	1
Chr1	6141062	6141469	-	"ID=LOC_Os01g11430.1:cds_1;Parent=LOC_Os01g11430.1"	LOC_Os01g11430.1	6141469	1		LOC_Os01g12660.1	1
Chr1	7804281	7804910	+	"ID=LOC_Os01g13930.1:cds_1;Parent=LOC_Os01g13930.1"	LOC_Os01g13930.1	7804281	1		LOC_Os01g12670.1	1
Chr1	7810788	7810858	-	"ID=LOC_Os01g13940.1:cds_1;Parent=LOC_Os01g13940.1"	LOC_Os01g13940.1	7810858	1		LOC_Os01g13350.1	1
Chr1	7817785	7818195	+	"ID=LOC_Os01g13950.1:cds_1;Parent=LOC_Os01g13950.1"	LOC_Os01g13950.1	7817785	1		LOC_Os01g11810.1	1
Chr1	6833279	6833422	+	"ID=LOC_Os01g12464.1:cds_1;Parent=LOC_Os01g12464.1"	LOC_Os01g12464.1	6833279	1		LOC_Os01g11820.1	1
Chr1	6843207	6843350	-	"ID=LOC_Os01g12480.1:cds_1;Parent=LOC_Os01g12480.1"	LOC_Os01g12480.1	6843350	1		LOC_Os01g11850.1	1
Chr1	6857440	6858195	+	"ID=LOC_Os01g12490.1:cds_1;Parent=LOC_Os01g12490.1"	LOC_Os01g12490.1	6857440	1		LOC_Os01g12690.1	1
