CHROM	FRAG_START	FRAG_STOP	STRAND	DESCRITION	MODEL
Chr1	2614093	2623196	-	"ID=LOC_Os01g05510.2;Name=LOC_Os01g05510.2;Parent=LOC_Os01g05510"	LOC_Os01g05510.2
Chr1	2892920	2894707	-	"ID=LOC_Os01g06050.1;Name=LOC_Os01g06050.1;Parent=LOC_Os01g06050"	LOC_Os01g06050.1
Chr1	2922738	2925017	+	"ID=LOC_Os01g06130.2;Name=LOC_Os01g06130.2;Parent=LOC_Os01g06130"	LOC_Os01g06130.2
Chr1	2925935	2928765	+	"ID=LOC_Os01g06140.1;Name=LOC_Os01g06140.1;Parent=LOC_Os01g06140"	LOC_Os01g06140.1
Chr1	2930802	2932892	+	"ID=LOC_Os01g06150.1;Name=LOC_Os01g06150.1;Parent=LOC_Os01g06150"	LOC_Os01g06150.1
Chr1	3003658	3005728	-	"ID=LOC_Os01g06320.1;Name=LOC_Os01g06320.1;Parent=LOC_Os01g06320"	LOC_Os01g06320.1
Chr1	3031479	3033009	+	"ID=LOC_Os01g06400.1;Name=LOC_Os01g06400.1;Parent=LOC_Os01g06400"	LOC_Os01g06400.1
Chr1	3041412	3044348	-	"ID=LOC_Os01g06454.1;Name=LOC_Os01g06454.1;Parent=LOC_Os01g06454"	LOC_Os01g06454.1
Chr1	3044483	3047221	+	"ID=LOC_Os01g06460.1;Name=LOC_Os01g06460.1;Parent=LOC_Os01g06460"	LOC_Os01g06460.1
Chr1	2971125	2979313	-	"ID=LOC_Os01g06270.1;Name=LOC_Os01g06270.1;Parent=LOC_Os01g06270"	LOC_Os01g06270.1
Chr1	2982483	2986160	+	"ID=LOC_Os01g06280.2;Name=LOC_Os01g06280.2;Parent=LOC_Os01g06280"	LOC_Os01g06280.2
Chr1	2986329	2989246	-	"ID=LOC_Os01g06290.1;Name=LOC_Os01g06290.1;Parent=LOC_Os01g06290"	LOC_Os01g06290.1
Chr1	2839934	2843514	+	"ID=LOC_Os01g05960.1;Name=LOC_Os01g05960.1;Parent=LOC_Os01g05960"	LOC_Os01g05960.1
Chr1	3122888	3124069	+	"ID=LOC_Os01g06620.1;Name=LOC_Os01g06620.1;Parent=LOC_Os01g06620"	LOC_Os01g06620.1
Chr1	3124351	3125325	-	"ID=LOC_Os01g06630.1;Name=LOC_Os01g06630.1;Parent=LOC_Os01g06630"	LOC_Os01g06630.1
Chr1	3128992	3130722	+	"ID=LOC_Os01g06640.1;Name=LOC_Os01g06640.1;Parent=LOC_Os01g06640"	LOC_Os01g06640.1
Chr1	3136104	3140217	-	"ID=LOC_Os01g06660.1;Name=LOC_Os01g06660.1;Parent=LOC_Os01g06660"	LOC_Os01g06660.1
Chr1	3143601	3146812	-	"ID=LOC_Os01g06670.1;Name=LOC_Os01g06670.1;Parent=LOC_Os01g06670"	LOC_Os01g06670.1
Chr1	3181950	3185346	+	"ID=LOC_Os01g06730.1;Name=LOC_Os01g06730.1;Parent=LOC_Os01g06730"	LOC_Os01g06730.1
Chr1	3256822	3257901	+	"ID=LOC_Os01g06876.1;Name=LOC_Os01g06876.1;Parent=LOC_Os01g06876"	LOC_Os01g06876.1
Chr1	3257944	3258893	+	"ID=LOC_Os01g06882.1;Name=LOC_Os01g06882.1;Parent=LOC_Os01g06882"	LOC_Os01g06882.1
Chr1	3282976	3286357	+	"ID=LOC_Os01g06920.1;Name=LOC_Os01g06920.1;Parent=LOC_Os01g06920"	LOC_Os01g06920.1
Chr1	3290761	3291611	-	"ID=LOC_Os01g06960.1;Name=LOC_Os01g06960.1;Parent=LOC_Os01g06960"	LOC_Os01g06960.1
Chr1	3312462	3313273	-	"ID=LOC_Os01g07030.1;Name=LOC_Os01g07030.1;Parent=LOC_Os01g07030"	LOC_Os01g07030.1
Chr1	3315002	3315609	-	"ID=LOC_Os01g07040.1;Name=LOC_Os01g07040.1;Parent=LOC_Os01g07040"	LOC_Os01g07040.1
Chr1	3054465	3057198	+	"ID=LOC_Os01g06490.1;Name=LOC_Os01g06490.1;Parent=LOC_Os01g06490"	LOC_Os01g06490.1
Chr1	3060994	3066189	+	"ID=LOC_Os01g06510.1;Name=LOC_Os01g06510.1;Parent=LOC_Os01g06510"	LOC_Os01g06510.1
Chr1	3067323	3071243	-	"ID=LOC_Os01g06520.1;Name=LOC_Os01g06520.1;Parent=LOC_Os01g06520"	LOC_Os01g06520.1
Chr1	3085406	3090887	-	"ID=LOC_Os01g06550.1;Name=LOC_Os01g06550.1;Parent=LOC_Os01g06550"	LOC_Os01g06550.1
Chr1	3091123	3092865	-	"ID=LOC_Os01g06560.1;Name=LOC_Os01g06560.1;Parent=LOC_Os01g06560"	LOC_Os01g06560.1
Chr1	3099428	3105235	-	"ID=LOC_Os01g06590.2;Name=LOC_Os01g06590.2;Parent=LOC_Os01g06590"	LOC_Os01g06590.2
Chr1	3345203	3355066	-	"ID=LOC_Os01g07110.1;Name=LOC_Os01g07110.1;Parent=LOC_Os01g07110"	LOC_Os01g07110.1
Chr1	3357287	3358443	+	"ID=LOC_Os01g07120.1;Name=LOC_Os01g07120.1;Parent=LOC_Os01g07120"	LOC_Os01g07120.1
Chr1	3358521	3360676	-	"ID=LOC_Os01g07130.1;Name=LOC_Os01g07130.1;Parent=LOC_Os01g07130"	LOC_Os01g07130.1
Chr1	3446936	3450222	-	"ID=LOC_Os01g07310.1;Name=LOC_Os01g07310.1;Parent=LOC_Os01g07310"	LOC_Os01g07310.1
Chr1	3456868	3464954	-	"ID=LOC_Os01g07330.1;Name=LOC_Os01g07330.1;Parent=LOC_Os01g07330"	LOC_Os01g07330.1
Chr1	3397337	3400518	+	"ID=LOC_Os01g07200.1;Name=LOC_Os01g07200.1;Parent=LOC_Os01g07200"	LOC_Os01g07200.1
Chr1	3422011	3425559	+	"ID=LOC_Os01g07250.1;Name=LOC_Os01g07250.1;Parent=LOC_Os01g07250"	LOC_Os01g07250.1
Chr1	3425737	3429654	-	"ID=LOC_Os01g07260.1;Name=LOC_Os01g07260.1;Parent=LOC_Os01g07260"	LOC_Os01g07260.1
Chr1	3551044	3552990	-	"ID=LOC_Os01g07480.2;Name=LOC_Os01g07480.2;Parent=LOC_Os01g07480"	LOC_Os01g07480.2
Chr1	3591811	3596154	-	"ID=LOC_Os01g07520.1;Name=LOC_Os01g07520.1;Parent=LOC_Os01g07520"	LOC_Os01g07520.1
Chr1	3598418	3602211	-	"ID=LOC_Os01g07530.1;Name=LOC_Os01g07530.1;Parent=LOC_Os01g07530"	LOC_Os01g07530.1
Chr1	3633275	3639164	-	"ID=LOC_Os01g07570.1;Name=LOC_Os01g07570.1;Parent=LOC_Os01g07570"	LOC_Os01g07570.1
Chr1	3652273	3656479	+	"ID=LOC_Os01g07600.1;Name=LOC_Os01g07600.1;Parent=LOC_Os01g07600"	LOC_Os01g07600.1
Chr1	3661688	3664319	+	"ID=LOC_Os01g07610.1;Name=LOC_Os01g07610.1;Parent=LOC_Os01g07610"	LOC_Os01g07610.1
Chr1	3665042	3666046	-	"ID=LOC_Os01g07620.1;Name=LOC_Os01g07620.1;Parent=LOC_Os01g07620"	LOC_Os01g07620.1
Chr1	3667439	3673065	-	"ID=LOC_Os01g07630.1;Name=LOC_Os01g07630.1;Parent=LOC_Os01g07630"	LOC_Os01g07630.1
Chr1	3696142	3699805	-	"ID=LOC_Os01g07700.1;Name=LOC_Os01g07700.1;Parent=LOC_Os01g07700"	LOC_Os01g07700.1
Chr1	3705420	3709016	-	"ID=LOC_Os01g07720.4;Name=LOC_Os01g07720.4;Parent=LOC_Os01g07720"	LOC_Os01g07720.4
Chr1	3473760	3477924	-	"ID=LOC_Os01g07360.2;Name=LOC_Os01g07360.2;Parent=LOC_Os01g07360"	LOC_Os01g07360.2
Chr1	3479338	3484579	-	"ID=LOC_Os01g07370.1;Name=LOC_Os01g07370.1;Parent=LOC_Os01g07370"	LOC_Os01g07370.1
Chr1	3489310	3491991	-	"ID=LOC_Os01g07376.1;Name=LOC_Os01g07376.1;Parent=LOC_Os01g07376"	LOC_Os01g07376.1
Chr1	3493219	3496598	-	"ID=LOC_Os01g07382.1;Name=LOC_Os01g07382.1;Parent=LOC_Os01g07382"	LOC_Os01g07382.1
Chr1	3501094	3504833	+	"ID=LOC_Os01g07390.1;Name=LOC_Os01g07390.1;Parent=LOC_Os01g07390"	LOC_Os01g07390.1
Chr1	3505665	3510531	+	"ID=LOC_Os01g07400.1;Name=LOC_Os01g07400.1;Parent=LOC_Os01g07400"	LOC_Os01g07400.1
Chr1	3511835	3515902	+	"ID=LOC_Os01g07410.1;Name=LOC_Os01g07410.1;Parent=LOC_Os01g07410"	LOC_Os01g07410.1
Chr1	3516658	3519175	-	"ID=LOC_Os01g07420.1;Name=LOC_Os01g07420.1;Parent=LOC_Os01g07420"	LOC_Os01g07420.1
Chr1	6649789	6650522	+	"ID=LOC_Os01g12190.1;Name=LOC_Os01g12190.1;Parent=LOC_Os01g12190"	LOC_Os01g12190.1
Chr1	6653077	6655383	+	"ID=LOC_Os01g12200.1;Name=LOC_Os01g12200.1;Parent=LOC_Os01g12200"	LOC_Os01g12200.1
Chr1	6659149	6662582	+	"ID=LOC_Os01g12210.1;Name=LOC_Os01g12210.1;Parent=LOC_Os01g12210"	LOC_Os01g12210.1
Chr1	7216513	7225223	-	"ID=LOC_Os01g13000.1;Name=LOC_Os01g13000.1;Parent=LOC_Os01g13000"	LOC_Os01g13000.1
Chr1	7244980	7246003	-	"ID=LOC_Os01g13024.1;Name=LOC_Os01g13024.1;Parent=LOC_Os01g13024"	LOC_Os01g13024.1
Chr1	7249761	7254629	+	"ID=LOC_Os01g13030.1;Name=LOC_Os01g13030.1;Parent=LOC_Os01g13030"	LOC_Os01g13030.1
Chr1	7686884	7693987	-	"ID=LOC_Os01g13740.1;Name=LOC_Os01g13740.1;Parent=LOC_Os01g13740"	LOC_Os01g13740.1
Chr1	7712339	7721253	+	"ID=LOC_Os01g13760.1;Name=LOC_Os01g13760.1;Parent=LOC_Os01g13760"	LOC_Os01g13760.1
Chr1	7718189	7722451	-	"ID=LOC_Os01g13770.1;Name=LOC_Os01g13770.1;Parent=LOC_Os01g13770"	LOC_Os01g13770.1
Chr1	6694004	6696795	-	"ID=LOC_Os01g12250.1;Name=LOC_Os01g12250.1;Parent=LOC_Os01g12250"	LOC_Os01g12250.1
Chr1	6699462	6703371	-	"ID=LOC_Os01g12260.1;Name=LOC_Os01g12260.1;Parent=LOC_Os01g12260"	LOC_Os01g12260.1
Chr1	8284418	8289120	+	"ID=LOC_Os01g14820.1;Name=LOC_Os01g14820.1;Parent=LOC_Os01g14820"	LOC_Os01g14820.1
Chr1	8297586	8302407	+	"ID=LOC_Os01g14840.1;Name=LOC_Os01g14840.1;Parent=LOC_Os01g14840"	LOC_Os01g14840.1
Chr1	8305547	8306555	-	"ID=LOC_Os01g14850.1;Name=LOC_Os01g14850.1;Parent=LOC_Os01g14850"	LOC_Os01g14850.1
Chr1	7259786	7260671	+	"ID=LOC_Os01g13040.1;Name=LOC_Os01g13040.1;Parent=LOC_Os01g13040"	LOC_Os01g13040.1
Chr1	7265228	7273237	+	"ID=LOC_Os01g13060.2;Name=LOC_Os01g13060.2;Parent=LOC_Os01g13060"	LOC_Os01g13060.2
Chr1	6007818	6009027	-	"ID=LOC_Os01g11230.1;Name=LOC_Os01g11230.1;Parent=LOC_Os01g11230"	LOC_Os01g11230.1
Chr1	6010736	6011894	-	"ID=LOC_Os01g11240.1;Name=LOC_Os01g11240.1;Parent=LOC_Os01g11240"	LOC_Os01g11240.1
Chr1	6017742	6022156	-	"ID=LOC_Os01g11250.1;Name=LOC_Os01g11250.1;Parent=LOC_Os01g11250"	LOC_Os01g11250.1
Chr1	6025074	6029649	+	"ID=LOC_Os01g11260.1;Name=LOC_Os01g11260.1;Parent=LOC_Os01g11260"	LOC_Os01g11260.1
Chr1	6031025	6032833	-	"ID=LOC_Os01g11270.1;Name=LOC_Os01g11270.1;Parent=LOC_Os01g11270"	LOC_Os01g11270.1
Chr1	7724283	7725533	+	"ID=LOC_Os01g13780.1;Name=LOC_Os01g13780.1;Parent=LOC_Os01g13780"	LOC_Os01g13780.1
Chr1	7739074	7742914	+	"ID=LOC_Os01g13800.1;Name=LOC_Os01g13800.1;Parent=LOC_Os01g13800"	LOC_Os01g13800.1
Chr1	6724939	6728626	-	"ID=LOC_Os01g12320.1;Name=LOC_Os01g12320.1;Parent=LOC_Os01g12320"	LOC_Os01g12320.1
Chr1	6732152	6735486	+	"ID=LOC_Os01g12330.1;Name=LOC_Os01g12330.1;Parent=LOC_Os01g12330"	LOC_Os01g12330.1
Chr1	7278720	7280250	-	"ID=LOC_Os01g13080.1;Name=LOC_Os01g13080.1;Parent=LOC_Os01g13080"	LOC_Os01g13080.1
Chr1	6057440	6059109	-	"ID=LOC_Os01g11300.1;Name=LOC_Os01g11300.1;Parent=LOC_Os01g11300"	LOC_Os01g11300.1
Chr1	6094692	6096528	-	"ID=LOC_Os01g11350.1;Name=LOC_Os01g11350.1;Parent=LOC_Os01g11350"	LOC_Os01g11350.1
Chr1	6766497	6770164	-	"ID=LOC_Os01g12390.1;Name=LOC_Os01g12390.1;Parent=LOC_Os01g12390"	LOC_Os01g12390.1
Chr1	6787075	6789731	+	"ID=LOC_Os01g12420.1;Name=LOC_Os01g12420.1;Parent=LOC_Os01g12420"	LOC_Os01g12420.1
Chr1	6813714	6815546	+	"ID=LOC_Os01g12440.1;Name=LOC_Os01g12440.1;Parent=LOC_Os01g12440"	LOC_Os01g12440.1
Chr1	7281734	7285992	+	"ID=LOC_Os01g13090.2;Name=LOC_Os01g13090.2;Parent=LOC_Os01g13090"	LOC_Os01g13090.2
Chr1	6139582	6142129	-	"ID=LOC_Os01g11430.1;Name=LOC_Os01g11430.1;Parent=LOC_Os01g11430"	LOC_Os01g11430.1
Chr1	6171722	6173186	-	"ID=LOC_Os01g11460.1;Name=LOC_Os01g11460.1;Parent=LOC_Os01g11460"	LOC_Os01g11460.1
Chr1	7804166	7805842	+	"ID=LOC_Os01g13930.1;Name=LOC_Os01g13930.1;Parent=LOC_Os01g13930"	LOC_Os01g13930.1
Chr1	7806630	7810972	-	"ID=LOC_Os01g13940.1;Name=LOC_Os01g13940.1;Parent=LOC_Os01g13940"	LOC_Os01g13940.1
Chr1	6841526	6843538	-	"ID=LOC_Os01g12480.1;Name=LOC_Os01g12480.1;Parent=LOC_Os01g12480"	LOC_Os01g12480.1
Chr1	6889351	6896414	+	"ID=LOC_Os01g12530.1;Name=LOC_Os01g12530.1;Parent=LOC_Os01g12530"	LOC_Os01g12530.1
Chr1	7297672	7298971	+	"ID=LOC_Os01g13120.1;Name=LOC_Os01g13120.1;Parent=LOC_Os01g13120"	LOC_Os01g13120.1
Chr1	7302368	7303788	+	"ID=LOC_Os01g13130.1;Name=LOC_Os01g13130.1;Parent=LOC_Os01g13130"	LOC_Os01g13130.1
Chr1	6221636	6224329	-	"ID=LOC_Os01g11550.1;Name=LOC_Os01g11550.1;Parent=LOC_Os01g11550"	LOC_Os01g11550.1
Chr1	6242495	6244969	-	"ID=LOC_Os01g11570.1;Name=LOC_Os01g11570.1;Parent=LOC_Os01g11570"	LOC_Os01g11570.1
Chr1	7847742	7850177	+	"ID=LOC_Os01g14010.1;Name=LOC_Os01g14010.1;Parent=LOC_Os01g14010"	LOC_Os01g14010.1
Chr1	7852645	7855833	+	"ID=LOC_Os01g14020.1;Name=LOC_Os01g14020.1;Parent=LOC_Os01g14020"	LOC_Os01g14020.1
Chr1	7856373	7857612	+	"ID=LOC_Os01g14030.1;Name=LOC_Os01g14030.1;Parent=LOC_Os01g14030"	LOC_Os01g14030.1
Chr1	7862001	7867812	-	"ID=LOC_Os01g14050.1;Name=LOC_Os01g14050.1;Parent=LOC_Os01g14050"	LOC_Os01g14050.1
Chr1	7325145	7332536	+	"ID=LOC_Os01g13150.1;Name=LOC_Os01g13150.1;Parent=LOC_Os01g13150"	LOC_Os01g13150.1
Chr1	7333691	7339244	+	"ID=LOC_Os01g13160.1;Name=LOC_Os01g13160.1;Parent=LOC_Os01g13160"	LOC_Os01g13160.1
Chr1	7348563	7352146	+	"ID=LOC_Os01g13190.1;Name=LOC_Os01g13190.1;Parent=LOC_Os01g13190"	LOC_Os01g13190.1
Chr1	6267440	6270903	+	"ID=LOC_Os01g11620.1;Name=LOC_Os01g11620.1;Parent=LOC_Os01g11620"	LOC_Os01g11620.1
Chr1	6278493	6283652	+	"ID=LOC_Os01g11650.1;Name=LOC_Os01g11650.1;Parent=LOC_Os01g11650"	LOC_Os01g11650.1
Chr1	7876233	7878802	+	"ID=LOC_Os01g14070.1;Name=LOC_Os01g14070.1;Parent=LOC_Os01g14070"	LOC_Os01g14070.1
Chr1	7879931	7882632	-	"ID=LOC_Os01g14080.1;Name=LOC_Os01g14080.1;Parent=LOC_Os01g14080"	LOC_Os01g14080.1
Chr1	7891541	7894725	+	"ID=LOC_Os01g14090.1;Name=LOC_Os01g14090.1;Parent=LOC_Os01g14090"	LOC_Os01g14090.1
Chr1	6904506	6909594	+	"ID=LOC_Os01g12550.1;Name=LOC_Os01g12550.1;Parent=LOC_Os01g12550"	LOC_Os01g12550.1
Chr1	7352175	7357620	-	"ID=LOC_Os01g13200.1;Name=LOC_Os01g13200.1;Parent=LOC_Os01g13200"	LOC_Os01g13200.1
Chr1	7363643	7366111	-	"ID=LOC_Os01g13210.1;Name=LOC_Os01g13210.1;Parent=LOC_Os01g13210"	LOC_Os01g13210.1
Chr1	6304802	6306608	+	"ID=LOC_Os01g11700.1;Name=LOC_Os01g11700.1;Parent=LOC_Os01g11700"	LOC_Os01g11700.1
Chr1	7894961	7900874	-	"ID=LOC_Os01g14100.1;Name=LOC_Os01g14100.1;Parent=LOC_Os01g14100"	LOC_Os01g14100.1
Chr1	6909691	6912131	-	"ID=LOC_Os01g12560.1;Name=LOC_Os01g12560.1;Parent=LOC_Os01g12560"	LOC_Os01g12560.1
Chr1	6922082	6923336	-	"ID=LOC_Os01g12580.1;Name=LOC_Os01g12580.1;Parent=LOC_Os01g12580"	LOC_Os01g12580.1
Chr1	6957033	6958745	-	"ID=LOC_Os01g12640.1;Name=LOC_Os01g12640.1;Parent=LOC_Os01g12640"	LOC_Os01g12640.1
Chr1	6967620	6970164	+	"ID=LOC_Os01g12650.1;Name=LOC_Os01g12650.1;Parent=LOC_Os01g12650"	LOC_Os01g12650.1
Chr1	7400509	7404312	+	"ID=LOC_Os01g13270.1;Name=LOC_Os01g13270.1;Parent=LOC_Os01g13270"	LOC_Os01g13270.1
Chr1	7404888	7409640	-	"ID=LOC_Os01g13280.1;Name=LOC_Os01g13280.1;Parent=LOC_Os01g13280"	LOC_Os01g13280.1
Chr1	6340836	6344345	+	"ID=LOC_Os01g11730.1;Name=LOC_Os01g11730.1;Parent=LOC_Os01g11730"	LOC_Os01g11730.1
Chr1	6352582	6358359	+	"ID=LOC_Os01g11740.1;Name=LOC_Os01g11740.1;Parent=LOC_Os01g11740"	LOC_Os01g11740.1
Chr1	7971864	7974941	-	"ID=LOC_Os01g14220.1;Name=LOC_Os01g14220.1;Parent=LOC_Os01g14220"	LOC_Os01g14220.1
Chr1	6970861	6976710	-	"ID=LOC_Os01g12660.1;Name=LOC_Os01g12660.1;Parent=LOC_Os01g12660"	LOC_Os01g12660.1
Chr1	6979613	6985778	+	"ID=LOC_Os01g12670.1;Name=LOC_Os01g12670.1;Parent=LOC_Os01g12670"	LOC_Os01g12670.1
Chr1	7437788	7443252	-	"ID=LOC_Os01g13350.1;Name=LOC_Os01g13350.1;Parent=LOC_Os01g13350"	LOC_Os01g13350.1
Chr1	6387691	6391467	-	"ID=LOC_Os01g11810.1;Name=LOC_Os01g11810.1;Parent=LOC_Os01g11810"	LOC_Os01g11810.1
Chr1	6394268	6395667	+	"ID=LOC_Os01g11820.1;Name=LOC_Os01g11820.1;Parent=LOC_Os01g11820"	LOC_Os01g11820.1
Chr1	6402993	6410872	-	"ID=LOC_Os01g11850.1;Name=LOC_Os01g11850.1;Parent=LOC_Os01g11850"	LOC_Os01g11850.1
Chr1	7009033	7010505	+	"ID=LOC_Os01g12690.1;Name=LOC_Os01g12690.1;Parent=LOC_Os01g12690"	LOC_Os01g12690.1
Chr1	7443685	7447196	-	"ID=LOC_Os01g13360.1;Name=LOC_Os01g13360.1;Parent=LOC_Os01g13360"	LOC_Os01g13360.1
Chr1	7450837	7453683	-	"ID=LOC_Os01g13370.1;Name=LOC_Os01g13370.1;Parent=LOC_Os01g13370"	LOC_Os01g13370.1
Chr1	7457835	7459959	+	"ID=LOC_Os01g13390.1;Name=LOC_Os01g13390.1;Parent=LOC_Os01g13390"	LOC_Os01g13390.1
Chr1	7460348	7465533	-	"ID=LOC_Os01g13404.1;Name=LOC_Os01g13404.1;Parent=LOC_Os01g13404"	LOC_Os01g13404.1
Chr1	6412786	6419895	+	"ID=LOC_Os01g11860.1;Name=LOC_Os01g11860.1;Parent=LOC_Os01g11860"	LOC_Os01g11860.1
Chr1	6432336	6436086	+	"ID=LOC_Os01g11880.1;Name=LOC_Os01g11880.1;Parent=LOC_Os01g11880"	LOC_Os01g11880.1
Chr1	7024297	7030610	+	"ID=LOC_Os01g12710.1;Name=LOC_Os01g12710.1;Parent=LOC_Os01g12710"	LOC_Os01g12710.1
Chr1	7038103	7042925	+	"ID=LOC_Os01g12720.1;Name=LOC_Os01g12720.1;Parent=LOC_Os01g12720"	LOC_Os01g12720.1
Chr1	7043932	7047559	+	"ID=LOC_Os01g12730.1;Name=LOC_Os01g12730.1;Parent=LOC_Os01g12730"	LOC_Os01g12730.1
Chr1	7477641	7482824	-	"ID=LOC_Os01g13430.1;Name=LOC_Os01g13430.1;Parent=LOC_Os01g13430"	LOC_Os01g13430.1
Chr1	7484910	7485733	+	"ID=LOC_Os01g13440.1;Name=LOC_Os01g13440.1;Parent=LOC_Os01g13440"	LOC_Os01g13440.1
Chr1	7495057	7498391	-	"ID=LOC_Os01g13460.1;Name=LOC_Os01g13460.1;Parent=LOC_Os01g13460"	LOC_Os01g13460.1
Chr1	7506213	7511768	+	"ID=LOC_Os01g13470.1;Name=LOC_Os01g13470.1;Parent=LOC_Os01g13470"	LOC_Os01g13470.1
Chr1	7519617	7524433	+	"ID=LOC_Os01g13490.1;Name=LOC_Os01g13490.1;Parent=LOC_Os01g13490"	LOC_Os01g13490.1
Chr1	6462706	6465037	+	"ID=LOC_Os01g11910.1;Name=LOC_Os01g11910.1;Parent=LOC_Os01g11910"	LOC_Os01g11910.1
Chr1	6500706	6507149	-	"ID=LOC_Os01g11946.1;Name=LOC_Os01g11946.1;Parent=LOC_Os01g11946"	LOC_Os01g11946.1
Chr1	8061858	8062908	+	"ID=LOC_Os01g14410.1;Name=LOC_Os01g14410.1;Parent=LOC_Os01g14410"	LOC_Os01g14410.1
Chr1	7061344	7065249	+	"ID=LOC_Os01g12760.1;Name=LOC_Os01g12760.1;Parent=LOC_Os01g12760"	LOC_Os01g12760.1
Chr1	7071481	7073789	+	"ID=LOC_Os01g12770.1;Name=LOC_Os01g12770.1;Parent=LOC_Os01g12770"	LOC_Os01g12770.1
Chr1	7085842	7089194	-	"ID=LOC_Os01g12800.1;Name=LOC_Os01g12800.1;Parent=LOC_Os01g12800"	LOC_Os01g12800.1
Chr1	7557172	7560626	+	"ID=LOC_Os01g13530.1;Name=LOC_Os01g13530.1;Parent=LOC_Os01g13530"	LOC_Os01g13530.1
Chr1	6507356	6514891	-	"ID=LOC_Os01g11952.1;Name=LOC_Os01g11952.1;Parent=LOC_Os01g11952"	LOC_Os01g11952.1
Chr1	6518127	6521046	-	"ID=LOC_Os01g11960.1;Name=LOC_Os01g11960.1;Parent=LOC_Os01g11960"	LOC_Os01g11960.1
Chr1	8125667	8128193	-	"ID=LOC_Os01g14510.1;Name=LOC_Os01g14510.1;Parent=LOC_Os01g14510"	LOC_Os01g14510.1
Chr1	8130247	8131090	+	"ID=LOC_Os01g14514.1;Name=LOC_Os01g14514.1;Parent=LOC_Os01g14514"	LOC_Os01g14514.1
Chr1	8132697	8135454	-	"ID=LOC_Os01g14520.1;Name=LOC_Os01g14520.1;Parent=LOC_Os01g14520"	LOC_Os01g14520.1
Chr1	8146428	8148059	-	"ID=LOC_Os01g14530.1;Name=LOC_Os01g14530.1;Parent=LOC_Os01g14530"	LOC_Os01g14530.1
Chr1	8159849	8161554	+	"ID=LOC_Os01g14550.1;Name=LOC_Os01g14550.1;Parent=LOC_Os01g14550"	LOC_Os01g14550.1
Chr1	7095374	7097654	-	"ID=LOC_Os01g12820.1;Name=LOC_Os01g12820.1;Parent=LOC_Os01g12820"	LOC_Os01g12820.1
Chr1	7100982	7103266	-	"ID=LOC_Os01g12830.2;Name=LOC_Os01g12830.2;Parent=LOC_Os01g12830"	LOC_Os01g12830.2
Chr1	7571236	7576817	+	"ID=LOC_Os01g13540.1;Name=LOC_Os01g13540.1;Parent=LOC_Os01g13540"	LOC_Os01g13540.1
Chr1	7578091	7582923	-	"ID=LOC_Os01g13550.1;Name=LOC_Os01g13550.1;Parent=LOC_Os01g13550"	LOC_Os01g13550.1
Chr1	7588191	7589633	+	"ID=LOC_Os01g13560.1;Name=LOC_Os01g13560.1;Parent=LOC_Os01g13560"	LOC_Os01g13560.1
Chr1	7590399	7592760	-	"ID=LOC_Os01g13570.1;Name=LOC_Os01g13570.1;Parent=LOC_Os01g13570"	LOC_Os01g13570.1
Chr1	6523637	6524620	+	"ID=LOC_Os01g11970.1;Name=LOC_Os01g11970.1;Parent=LOC_Os01g11970"	LOC_Os01g11970.1
Chr1	6525486	6528272	+	"ID=LOC_Os01g11980.1;Name=LOC_Os01g11980.1;Parent=LOC_Os01g11980"	LOC_Os01g11980.1
Chr1	6528797	6531845	+	"ID=LOC_Os01g11990.1;Name=LOC_Os01g11990.1;Parent=LOC_Os01g11990"	LOC_Os01g11990.1
Chr1	6534609	6535837	+	"ID=LOC_Os01g12000.1;Name=LOC_Os01g12000.1;Parent=LOC_Os01g12000"	LOC_Os01g12000.1
Chr1	6541005	6543076	+	"ID=LOC_Os01g12020.1;Name=LOC_Os01g12020.1;Parent=LOC_Os01g12020"	LOC_Os01g12020.1
Chr1	8178899	8183095	-	"ID=LOC_Os01g14610.2;Name=LOC_Os01g14610.2;Parent=LOC_Os01g14610"	LOC_Os01g14610.2
Chr1	7104273	7109141	-	"ID=LOC_Os01g12840.1;Name=LOC_Os01g12840.1;Parent=LOC_Os01g12840"	LOC_Os01g12840.1
Chr1	7129149	7137330	+	"ID=LOC_Os01g12880.1;Name=LOC_Os01g12880.1;Parent=LOC_Os01g12880"	LOC_Os01g12880.1
Chr1	7619080	7624561	-	"ID=LOC_Os01g13610.1;Name=LOC_Os01g13610.1;Parent=LOC_Os01g13610"	LOC_Os01g13610.1
Chr1	7652869	7656854	-	"ID=LOC_Os01g13660.1;Name=LOC_Os01g13660.1;Parent=LOC_Os01g13660"	LOC_Os01g13660.1
Chr1	6564673	6568151	-	"ID=LOC_Os01g12070.1;Name=LOC_Os01g12070.1;Parent=LOC_Os01g12070"	LOC_Os01g12070.1
Chr1	6572023	6577171	-	"ID=LOC_Os01g12080.1;Name=LOC_Os01g12080.1;Parent=LOC_Os01g12080"	LOC_Os01g12080.1
Chr1	8191077	8192462	+	"ID=LOC_Os01g14630.1;Name=LOC_Os01g14630.1;Parent=LOC_Os01g14630"	LOC_Os01g14630.1
Chr1	8203765	8206969	-	"ID=LOC_Os01g14670.1;Name=LOC_Os01g14670.1;Parent=LOC_Os01g14670"	LOC_Os01g14670.1
Chr1	8229362	8229903	+	"ID=LOC_Os01g14700.1;Name=LOC_Os01g14700.1;Parent=LOC_Os01g14700"	LOC_Os01g14700.1
